AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
0.4221091,0.34514496,0.47147024,0.48292264,0.23585379,1.0,0.43023983,0.03986182,0.0,0.13314953,0.23175693,0.14593732,0.51796687,1.0,0.47610325,0.34710333,0.5912156,0.062344357,0.3929989,0.3800998
0.3563535,0.26525688,0.49743077,0.3270744,0.33973745,1.0,0.5160849,0.022756075,0.0,0.31065083,0.5172292,0.112373665,0.26147258,1.0,0.21326114,0.38254923,0.056473214,0.12901966,0.21940055,0.15738547
0.4696944,0.27614504,0.55257547,0.33574656,0.2629844,0.0,0.5031646,0.29782137,0.0,0.12606819,0.56562585,0.52400607,0.49580973,0.0,0.5687752,0.43730634,0.11289682,0.12485601,0.5340245,0.16848072
0.31568828,0.16350186,0.3169617,0.64905286,0.06015717,0.0,0.13094188,0.001735008,0.0,0.023783876,0.18504204,0.23626655,0.41365463,0.0,0.25600234,0.16578363,0.28673327,0.0691686,0.030059284,0.06452548
0.43295372,0.2531835,0.29798767,0.41500586,0.08598531,0.0,0.23712586,0.0015510139,0.0,0.033336677,0.19744527,0.27379358,0.43872628,0.0,0.41693357,0.31724206,0.019716432,0.12708636,0.047406036,0.06597497
0.42456648,0.26138917,0.44542944,0.33383536,0.11149572,0.0,0.40359387,0.44204834,0.0,0.28695107,0.2796932,0.31447235,0.35285312,0.0,0.5513256,0.4721782,0.31229055,0.081947975,0.8570365,0.21559007
0.2376345,0.17652978,0.22647929,0.29212853,0.15564534,1.0,0.40226027,0.04986515,1.0,0.17768553,0.36863357,0.047450554,0.35756946,0.0,0.39214018,0.37839338,0.4284035,0.22875088,0.23292926,0.41107315
0.26296887,0.3018641,0.3498179,0.44501814,0.090128414,0.0,0.31932244,0.17419283,0.0,0.12777196,0.28743508,0.16507313,0.5648081,0.0,0.20671771,0.4591698,0.031678434,0.04581055,0.06848316,0.082519494
0.42972308,0.29749438,0.6848486,0.31702465,0.22608277,0.0,0.52046365,0.20537743,0.0,0.40206328,0.7257368,0.1832815,0.36263248,1.0,0.47947934,0.5552752,0.007312031,0.060893886,0.18811892,0.08911116
0.4271455,0.27411097,0.6433866,0.46824336,0.22377928,1.0,0.41575068,0.46147284,0.0,0.23552999,0.21940927,0.10937791,0.35782865,1.0,0.7341925,0.07171009,0.9931774,0.5592702,0.14226675,0.3455246
0.3643898,0.20023866,0.5421601,0.3767678,0.21122602,0.0,0.3141049,0.11092068,0.0,0.1306425,0.5712074,0.4141572,0.3946696,0.0,0.4449128,0.5291238,0.2295684,0.1507507,0.3276448,0.22011344
0.34963664,0.2891249,0.20538688,0.7354196,0.06775184,0.0,0.15431397,0.0043603075,1.0,0.059298206,0.27000627,0.4447797,0.3939533,0.0,0.27224752,0.32100257,0.08201537,0.24501008,0.15520716,0.060190994
0.3417065,0.12306388,0.35684773,0.42742348,0.086787984,0.0,0.15430689,0.0061863023,0.0,0.06409411,0.16198681,0.09877728,0.38739157,0.0,0.2711645,0.107916616,0.7755517,0.062297016,0.068537675,0.028016951
0.31626856,0.16049555,0.58955604,0.28541115,0.31708336,1.0,0.2862673,0.84730667,1.0,0.15727171,0.17567664,0.27719215,0.36156616,1.0,0.6273695,0.26067224,0.9616743,0.47230798,0.15844856,0.29346704
0.43477148,0.23769116,0.68505484,0.32968885,0.3457483,0.0,0.5615967,0.40898198,0.0,0.2252309,0.30485174,0.35606256,0.29633242,1.0,0.73397475,0.067435175,0.9993419,0.83519095,0.35422322,0.35804906
0.30042917,0.34239614,0.2544606,0.3428288,0.13846497,1.0,0.39606974,0.24902216,1.0,0.109273925,0.4774871,0.14083073,0.4244296,0.0,0.43766546,0.43757498,0.018137958,0.10372452,0.6821707,0.44823316
0.43391895,0.16969147,0.51626325,0.43618897,0.0650008,0.0,0.097289905,0.0076834946,0.0,0.015363906,0.16356309,0.14187224,0.4330028,0.0,0.24088466,0.10696123,0.34433776,0.16859888,0.06762658,0.059291292
0.39617038,0.23200217,0.39563766,0.37046188,0.20602934,0.0,0.47529334,0.21298304,1.0,0.29599726,0.28614867,0.261885,0.4045969,0.0,0.33921558,0.20079285,0.029061155,0.05346482,0.112321615,0.079882964
0.45333466,0.15356225,0.75844425,0.30782336,0.07179022,0.0,0.23747514,0.060821313,0.0,0.026618114,0.17075197,0.27389857,0.37782425,0.0,0.4284272,0.056777526,0.40818134,0.115187325,0.25046217,0.08697662
0.24020813,0.29001054,0.28863364,0.45654017,0.26148987,0.0,0.21694018,0.48265836,0.0,0.17635603,0.40281516,0.7329436,0.3960069,0.0,0.43642265,0.49065885,0.18847948,0.21000694,0.17196347,0.1384673
0.36655903,0.3059633,0.571654,0.32174724,0.306949,0.0,0.48533574,0.50842506,0.0,0.52407247,0.61047536,0.17371777,0.46449012,1.0,0.4441883,0.46865898,0.07057417,0.046611525,0.35767844,0.083500415
0.41480806,0.24577865,0.5816159,0.32421824,0.11957062,0.0,0.25006494,0.0083444035,0.0,0.06929232,0.40650555,0.151605,0.47797474,0.0,0.44209805,0.21090975,0.062603764,0.06513443,0.28140762,0.14697029
0.4121923,0.32365778,0.18772909,0.40288836,0.17224139,0.0,0.15782942,0.00097578595,1.0,0.12439797,0.38040814,0.17943288,0.43611094,0.0,0.51425934,0.32040495,0.51191473,0.18100743,0.12459872,0.06894781
0.2490455,0.18675621,0.061482735,0.40796816,0.066688664,0.0,0.09756628,0.0046720556,1.0,0.03406512,0.20497407,0.5118024,0.46675923,0.0,0.41581696,0.21489249,0.37310085,0.16260977,0.025666902,0.04105313
0.3557931,0.22997874,0.38831726,0.30757302,0.3550291,0.0,0.48114738,0.007359062,1.0,0.27204287,0.4677088,0.17983684,0.40748912,0.0,0.5057392,0.18127012,0.22928332,0.100306764,0.22931626,0.06397126
0.34597683,0.1181534,0.37436748,0.3182353,0.23280449,1.0,0.3654329,0.040795997,0.0,0.10961366,0.21702535,0.1087439,0.48211056,0.0,0.5661917,0.3892254,0.22709997,0.09586889,0.33419994,0.4799142
0.34712863,0.19720672,0.29045683,0.32199752,0.20749344,0.0,0.407001,0.0105770985,0.0,0.09748404,0.10572722,0.137603,0.46649188,0.0,0.37879324,0.349146,0.39968228,0.18482289,0.0531865,0.5239871
0.26455384,0.20023507,0.28039992,0.30271322,0.3485011,0.0,0.28994247,0.14091484,0.0,0.20069085,0.47955713,0.17868525,0.50381577,0.0,0.45414576,0.46188706,0.82374275,0.38525414,0.3132388,0.5157249
0.29154262,0.26688835,0.39149812,0.38079995,0.16354507,1.0,0.32814083,0.0125961,1.0,0.13832192,0.5546873,0.41448706,0.31791958,0.0,0.6153977,0.4243845,0.97199583,0.40923202,0.24671146,0.5042893
0.27599266,0.19920522,0.3277538,0.31962374,0.26085335,1.0,0.37638658,0.11033122,0.0,0.20162189,0.3287897,0.3109633,0.45146364,0.0,0.5721485,0.41821316,0.15143082,0.3317433,0.28623244,0.35084158
0.52740145,0.16953348,0.4000711,0.30529767,0.2137797,0.0,0.35188887,0.5490676,0.0,0.27323043,0.6945378,0.16226241,0.36801568,0.0,0.40305442,0.48516032,0.009642751,0.05958813,0.060617987,0.110284396
0.20837747,0.30963993,0.18318619,0.30542254,0.2839991,1.0,0.41890877,0.007225512,0.0,0.14350086,0.37835956,0.103682585,0.39238557,0.0,0.47327435,0.3069628,0.0856632,0.07738886,0.5603787,0.49084014
0.38812545,0.22183056,0.6257985,0.25444818,0.06598613,0.0,0.28150904,0.0037462553,0.0,0.029508598,0.3341473,0.21295579,0.41659322,0.0,0.37028447,0.11707836,0.8282591,0.07584017,0.033052024,0.07516487
0.43343925,0.25211635,0.5116056,0.31295633,0.22108088,1.0,0.42022276,0.098419145,0.0,0.14484869,0.21889614,0.22692835,0.4342872,0.0,0.42935073,0.33090186,0.37681848,0.045641303,0.42579347,0.5222305
0.4961545,0.28294548,0.53190273,0.2576491,0.2130635,1.0,0.35293257,0.100824334,1.0,0.116752796,0.3412759,0.3769661,0.42110792,0.0,0.37410644,0.66640717,0.5554301,0.13425443,0.5191569,0.21771957
0.34139517,0.2492023,0.400282,0.41346997,0.22383085,0.0,0.32151598,0.045589853,0.0,0.20348285,0.24972351,0.10410099,0.41272038,0.0,0.34406328,0.46201554,0.027651079,0.10399763,0.34501722,0.45148993
0.5041215,0.33173776,0.15047069,0.4320441,0.26143688,0.0,0.28672066,0.21735254,0.0,0.093596585,0.2403631,0.10736585,0.32014066,0.0,0.45314366,0.1312551,0.9031184,0.4446332,0.22436315,0.33128715
0.35401693,0.18731444,0.33169428,0.27812025,0.17522122,1.0,0.34893814,0.02757346,1.0,0.1499831,0.4635796,0.26131606,0.5000335,0.0,0.30758718,0.47312966,0.0018460714,0.074684486,0.14825493,0.09801133
0.48105267,0.32869992,0.60756445,0.30717844,0.25144818,0.0,0.28423336,0.9868743,0.0,0.15846287,0.37513664,0.5277907,0.46713898,0.0,0.29447642,0.636259,0.068052955,0.07462073,0.45704508,0.26149917
0.43560746,0.33452404,0.3769635,0.36430615,0.119448744,0.0,0.33942303,0.08225901,1.0,0.26513708,0.17028186,0.12863278,0.51110464,0.0,0.6773083,0.39203313,0.14860329,0.19861719,0.49975133,0.26041278
0.2826262,0.14000659,0.5838119,0.30616206,0.2126222,1.0,0.47859737,0.03445324,0.0,0.12781386,0.18683924,0.102521926,0.32359233,0.0,0.3969258,0.22607268,0.37376234,0.13849682,0.138179,0.175097
0.40634936,0.21610218,0.39448217,0.4344568,0.13876213,0.0,0.38558725,0.0023178956,0.0,0.07301844,0.16345677,0.18920407,0.4175087,0.0,0.55801255,0.17679323,0.321895,0.084483795,0.13495001,0.1378619
0.31672004,0.2470046,0.2691075,0.3214882,0.25943872,0.0,0.26454377,0.011952243,0.0,0.092194065,0.30926964,0.28393695,0.494735,0.0,0.33852774,0.37399128,0.33977136,0.0998484,0.33741298,0.34725744
0.46319553,0.1793622,0.59426147,0.31426188,0.27015954,0.0,0.34587172,0.062475096,0.0,0.15339644,0.29397568,0.53689945,0.56082755,0.0,0.4720152,0.45956096,0.67961776,0.23069222,0.18700154,0.26718524
0.37477586,0.2874171,0.60669076,0.31475168,0.16316,0.0,0.34485218,0.35963565,0.0,0.08667977,0.15142664,0.22332436,0.3818964,0.0,0.6947153,0.18351026,0.9454538,0.5152849,0.18199241,0.67248213
0.299902,0.15064794,0.569077,0.27848628,0.2604851,1.0,0.22669315,0.053247698,1.0,0.14538293,0.13569185,0.19415455,0.4129139,0.0,0.3614354,0.34524345,0.5202903,0.2560272,0.20528382,0.44204727
0.31072268,0.24439016,0.22244342,0.4448529,0.06636941,0.0,0.11385032,0.0010321726,1.0,0.02412925,0.23925152,0.12569562,0.5480354,0.0,0.2187067,0.3254694,0.47957167,0.13361481,0.046476983,0.041329924
0.2763874,0.20102324,0.34483966,0.2820407,0.23338164,1.0,0.40347308,0.0070248446,0.0,0.08135566,0.33408707,0.08911116,0.46256456,0.0,0.33554694,0.4637623,0.04030295,0.15783563,0.15570709,0.08211518
0.25055775,0.18102844,0.39918676,0.28627333,0.29353282,1.0,0.32732695,0.021428362,0.0,0.18645933,0.28588524,0.30117366,0.50266683,0.0,0.66891354,0.5335404,0.7312143,0.040589694,0.5920557,0.4619531
0.4353042,0.28741214,0.48588607,0.30627427,0.14652146,0.0,0.33292517,0.019858718,0.0,0.1568894,0.31673127,0.46253046,0.6422681,0.0,0.29826182,0.44558394,0.017889785,0.032354303,0.66364866,0.18550456
0.37843463,0.23616074,0.34996223,0.31179485,0.22602311,1.0,0.34033012,0.012087636,0.0,0.18576743,0.22846182,0.11879539,0.38137418,0.0,0.38866723,0.30993193,0.15179306,0.20296468,0.3729628,0.63240737
0.36094466,0.2162998,0.3377075,0.31851366,0.38817734,0.0,0.2542501,0.24334827,0.0,0.083566636,0.28428888,0.2714796,0.5149165,0.0,0.4405878,0.33145824,0.11440647,0.16463615,0.11140671,0.26576492
0.3895485,0.13012916,0.54438424,0.54672337,0.095377825,0.0,0.2753536,0.0019937514,1.0,0.047789365,0.28714344,0.17576075,0.34432477,0.0,0.5715484,0.34609205,0.17722464,0.4301659,0.1602643,0.20970614
0.36194506,0.41615963,0.41362908,0.30367354,0.19972964,0.0,0.30374202,0.2975844,0.0,0.19097966,0.31029904,0.55647886,0.45051563,0.0,0.63156545,0.448035,0.13619944,0.12443176,0.37320673,0.18276064
0.2599646,0.18301402,0.29946253,0.34843156,0.36778396,0.0,0.39962408,0.025468646,0.0,0.23740654,0.3004473,0.31002167,0.46943235,0.0,0.2930777,0.3715491,0.27612182,0.1340147,0.7296485,0.7374067
0.23889637,0.22691968,0.33697948,0.33057874,0.49891314,1.0,0.50882554,0.15303993,0.0,0.500769,0.33837372,0.39659515,0.40461728,0.0,0.31826127,0.33049688,0.8197389,0.15094416,0.07016325,0.319852
0.28200975,0.20466515,0.7540576,0.30638853,0.24023494,1.0,0.4482916,0.0431834,0.0,0.13262565,0.23263717,0.19579728,0.48656386,1.0,0.5856952,0.62570316,0.04728361,0.123166844,0.13386339,0.47770843
0.4693022,0.24675399,0.40277076,0.3117043,0.2050236,1.0,0.34480476,0.073348306,0.0,0.18971972,0.35155505,0.075697765,0.3792865,0.0,0.44750842,0.45047528,0.017296188,0.23095009,0.4072883,0.52625304
0.27372968,0.12450261,0.2007511,0.3743819,0.12009768,1.0,0.22944412,0.8415356,1.0,0.068844244,0.1512961,0.36252004,0.53624487,0.0,0.2326464,0.29543978,0.22965829,0.077297196,0.111551315,0.06269792
0.41211447,0.32519272,0.30506402,0.31966317,0.11533836,1.0,0.4558159,0.19321567,0.0,0.21930607,0.33739942,0.10404387,0.31903946,0.0,0.41404185,0.27635044,0.11891246,0.36366,0.1420297,0.4906701
0.26977968,0.20388,0.30501655,0.34478703,0.19199751,1.0,0.35938016,0.07812828,1.0,0.13754424,0.31834143,0.24271634,0.5182109,0.0,0.111473225,0.4464692,0.3701086,0.12725434,0.013048285,0.19988337
0.35578007,0.24785037,0.7135171,0.25888154,0.18079096,0.0,0.3173925,0.044743273,1.0,0.29165813,0.42846134,0.7211993,0.6308813,0.0,0.5875229,0.70648885,0.004817554,0.100495495,0.6691082,0.22649974
0.30159268,0.18157168,0.31387296,0.4219985,0.17794956,1.0,0.23437387,0.065881446,0.0,0.039017655,0.100177824,0.23864765,0.42272308,0.0,0.37914798,0.23671806,0.026688173,0.065174565,0.24061462,0.2925102
0.3267518,0.24679363,0.2729804,0.43303436,0.16874908,0.0,0.46602404,0.053276733,1.0,0.15567103,0.4146322,0.11085768,0.51832634,0.0,0.3617331,0.42291215,0.0940191,0.10760397,0.25088802,0.76270485
0.30188155,0.2984183,0.68317753,0.30661622,0.12159318,0.0,0.27580923,0.39918327,1.0,0.072480835,0.29189157,0.4408592,0.5832447,0.0,0.36533737,0.58438426,0.12533884,0.10740346,0.16075069,0.09334569
0.39428103,0.23894148,0.57834125,0.3063349,0.34387895,0.0,0.4547255,0.2252057,0.0,0.46714112,0.5502179,0.20184016,0.5044518,0.0,0.27168772,0.43279544,0.09205442,0.024871554,0.08451127,0.04095349
0.3176213,0.3462202,0.30833608,0.31947073,0.17253745,0.0,0.34968263,0.0052174223,0.0,0.10294529,0.16614723,0.07779432,0.44780198,0.0,0.5482553,0.25328144,0.043727227,0.106538445,0.17135222,0.16269195
0.3353112,0.38266563,0.671682,0.2612519,0.2070793,1.0,0.48609304,0.014489479,1.0,0.13705623,0.25071287,0.13490918,0.45335212,0.0,0.3045557,0.42524314,0.16255051,0.32257733,0.124676414,0.8602765
0.3349326,0.24740952,0.26155227,0.3321147,0.12971498,0.0,0.3467652,0.74762124,1.0,0.06941914,0.37493902,0.3180691,0.45006922,0.0,0.25542182,0.43746307,0.8945681,0.2599458,0.2238845,0.23533557
0.335125,0.17658632,0.35725203,0.31525874,0.19183293,0.0,0.2662141,0.93616056,1.0,0.13962325,0.36129913,0.41639644,0.45466617,0.0,0.7307864,0.47364953,0.28453472,0.08156084,0.17708473,0.16805048
0.29448763,0.14271191,0.24736863,0.38672927,0.17506583,1.0,0.29420504,0.02143288,0.0,0.13470683,0.44204074,0.17120662,0.39914292,0.0,0.2852662,0.4581749,0.010243761,0.07450935,0.048206035,0.11946831
0.3446211,0.22514947,0.5475229,0.35316464,0.18594833,0.0,0.39512575,0.5865586,1.0,0.16181971,0.48566562,0.50224626,0.38316396,0.0,0.259418,0.5612909,0.7700832,0.050420977,0.098997265,0.22923057
0.3413602,0.3324518,0.38485417,0.35697097,0.30645585,1.0,0.3415897,0.012698353,0.0,0.08155384,0.2271568,0.24036197,0.5319235,0.0,0.7167392,0.29257345,0.19344322,0.11942223,0.09426867,0.22761878
0.27307388,0.24801561,0.48639423,0.29936582,0.2823849,1.0,0.5019608,0.024628203,1.0,0.05265361,0.33108744,0.4958498,0.46997952,0.0,0.25076514,0.58645254,0.25908265,0.042747732,0.21932048,0.21218598
0.28809798,0.113909185,0.3320775,0.36735672,0.21188952,1.0,0.24887082,0.013631994,0.0,0.14917246,0.47614315,0.15617812,0.4844737,0.0,0.37062445,0.31920263,0.75136375,0.09934906,0.72359747,0.22744623
0.36228144,0.15742014,0.5989461,0.24826188,0.20535463,1.0,0.4849745,0.3475908,1.0,0.41042525,0.3200243,0.38958195,0.38080868,0.0,0.6511225,0.423882,0.16739914,0.11029622,0.50783384,0.39754897
0.37934342,0.3700631,0.8476798,0.32588804,0.14866364,0.0,0.41561297,0.021108337,0.0,0.081789985,0.10054766,0.20247142,0.48459205,1.0,0.3741276,0.28583622,0.28856352,0.07041439,0.052873664,0.26555967
0.3421383,0.20801012,0.38169843,0.30199102,0.3984019,0.0,0.3249054,0.35553926,0.0,0.39254647,0.5447239,0.4575341,0.47888455,1.0,0.31094894,0.4540896,0.84098494,0.15610473,0.15657952,0.124582924
0.42710993,0.2704983,0.45072576,0.31914136,0.20215684,0.0,0.21360156,0.0012755503,0.0,0.086452186,0.20259213,0.11186541,0.36600724,0.0,0.5388509,0.44876227,0.91088444,0.2415619,0.21735506,0.16162865
0.4144666,0.2390812,0.7144656,0.28931215,0.28960684,0.0,0.3656562,0.06713808,0.0,0.12022096,0.2584756,0.14693369,0.52432764,0.0,0.35860333,0.37180674,0.968678,0.35390666,0.18338978,0.40358958
0.3969134,0.35004705,0.5482205,0.35906374,0.18741426,0.0,0.41685802,0.033686757,0.0,0.18107595,0.33376825,0.16320165,0.44294876,0.0,0.6432921,0.2938748,0.59601533,0.1706962,0.15003519,0.1825614
0.23240201,0.2607284,0.48525316,0.30007693,0.20858513,1.0,0.2890142,0.02230267,0.0,0.11083685,0.1291266,0.21851383,0.5424705,0.0,0.3680216,0.6254649,0.7853534,0.15823834,0.14635986,0.2675293
0.54972076,0.32455686,0.46246916,0.26033208,0.18530902,1.0,0.51890874,0.43680865,0.0,0.2018559,0.38914454,0.33812484,0.42489257,0.0,0.251286,0.36549744,0.5560225,0.09608935,0.123271085,0.46015707
0.40792945,0.3852884,0.34664828,0.32519093,0.11137339,0.0,0.46111754,0.20331249,1.0,0.058188133,0.29280522,0.19365042,0.36893532,0.0,0.73978066,0.39352468,0.87689865,0.4340261,0.43562484,0.31615347
0.39324892,0.2365181,0.2693416,0.44341,0.18312055,0.0,0.3701314,0.60511017,0.0,0.17186186,0.52756983,0.2294942,0.48224658,0.0,0.6205221,0.4740723,0.84161836,0.074874334,0.24174623,0.13054147
0.4122449,0.22630674,0.16849774,0.68504953,0.08988795,0.0,0.14686382,0.008403007,0.0,0.043846287,0.3146997,0.48232445,0.3193284,0.0,0.387716,0.27403948,0.42761695,0.22208206,0.103662424,0.13021179
0.23845623,0.31866062,0.5644672,0.30226722,0.23939069,0.0,0.44005102,0.0015044308,1.0,0.24304622,0.31695262,0.16713615,0.3970738,1.0,0.45243,0.3672233,0.1415831,0.13668828,0.15887348,0.79537064
0.30375573,0.23555444,0.58791584,0.29190853,0.330631,1.0,0.3107727,0.019999025,0.0,0.120286345,0.16850924,0.3903484,0.5927936,0.0,0.4939381,0.34730652,0.3443281,0.16116667,0.2620176,0.5194694
0.41321874,0.24487756,0.7123927,0.36183926,0.17344429,0.0,0.3594827,0.013853332,0.0,0.17940147,0.18572025,0.076855846,0.38065195,1.0,0.39221624,0.07221105,0.97391427,0.4044841,0.095116794,0.2037705
0.41297346,0.15860517,0.29797468,0.33736253,0.2955293,1.0,0.3660859,0.5080879,0.0,0.25961146,0.21037646,0.15605222,0.37523353,1.0,0.6989361,0.06556219,0.99472517,0.75694126,0.3174061,0.31607896
0.30326268,0.15880103,0.1232008,0.39413795,0.22198531,0.0,0.30602846,0.01733299,1.0,0.10055238,0.45826668,0.27968222,0.5394166,0.0,0.36406267,0.5516245,0.5970594,0.030918779,0.12979391,0.09836003
0.26426506,0.15236236,0.2604146,0.3903913,0.15415642,0.0,0.36639157,0.16559272,1.0,0.15001275,0.16558169,0.07444048,0.3593381,0.0,0.44477502,0.33550707,0.23619276,0.0884273,0.3834509,0.19715817
0.27031717,0.17295974,0.14472874,0.36607283,0.18403889,0.0,0.24323373,0.0032062896,1.0,0.033166755,0.22099715,0.052894264,0.32072282,0.0,0.5925551,0.2435091,0.8137695,0.14007553,0.41423604,0.13612656
0.15358973,0.16869396,0.22434539,0.2775001,0.338039,0.0,0.35566345,0.03445454,0.0,0.13757919,0.19494793,0.063615054,0.3161622,0.0,0.42116976,0.22955982,0.6791252,0.5269257,0.35971838,0.463002
0.33239627,0.23267908,0.42012528,0.28076172,0.5415823,1.0,0.4928533,0.025270974,1.0,0.6019449,0.6898634,0.3759387,0.44273135,0.0,0.28236556,0.3619599,0.1019672,0.08987541,0.39883697,0.7931603
0.3006036,0.43221167,0.4326432,0.30472615,0.70444024,1.0,0.5488999,0.5313172,1.0,0.9424985,0.5364794,0.17615977,0.37361157,1.0,0.27335137,0.24872848,0.538347,0.20056944,0.069316894,0.758336
0.4897903,0.3612458,0.33396965,0.3205071,0.8977953,1.0,0.52508765,0.5977683,0.0,0.9543732,0.8709029,0.28218967,0.57336336,0.0,0.29705817,0.3541635,0.87648094,0.049265914,0.112697236,0.6616219
0.33491114,0.33392486,0.23614651,0.35269412,0.6216227,1.0,0.5146038,0.06763985,1.0,0.85171956,0.7807672,0.3946743,0.61531603,0.0,0.6207346,0.5126733,0.10940792,0.046258796,0.33261812,0.37409917
0.38100338,0.3404719,0.54347885,0.26914027,0.9139196,0.0,0.7554578,0.1388111,0.0,0.96597743,0.86503905,0.04611248,0.44170785,0.0,0.25480065,0.7033124,0.9857254,0.29293448,0.23025237,0.7879437
0.3796709,0.40274963,0.38500395,0.26552615,0.42986208,1.0,0.5390872,0.5634036,1.0,0.8618281,0.67390066,0.69431853,0.5325648,0.0,0.3829096,0.56931883,0.24517456,0.07538301,0.5235735,0.7152119
0.29579398,0.26309708,0.14760119,0.2694141,0.6555582,0.0,0.49576613,0.034893725,1.0,0.8263639,0.68860465,0.21449323,0.50282437,0.0,0.4737629,0.47896263,0.49565956,0.027083678,0.10255312,0.8348683
0.3138478,0.2449529,0.2463899,0.272377,0.8869392,1.0,0.58042866,0.91955227,1.0,0.9597831,0.7120353,0.62301147,0.3205281,1.0,0.53131175,0.56696,0.99224323,0.2433211,0.1507215,0.8457031
0.17823634,0.30725148,0.22444533,0.27045977,0.40188536,0.0,0.35137197,0.016204916,1.0,0.5363977,0.5726318,0.31024376,0.4334025,0.0,0.40034273,0.54933584,0.26281378,0.08100689,0.42949092,0.28919682
0.36670676,0.28902686,0.661924,0.29901737,0.25918877,1.0,0.5457307,0.00881417,0.0,0.25607258,0.29234052,0.1352578,0.5336654,1.0,0.37178075,0.58636427,0.143035,0.048397336,0.371285,0.8403475
0.36383387,0.43259084,0.33668086,0.2902882,0.5792861,1.0,0.35930157,0.23220958,0.0,0.80546093,0.74111855,0.30855498,0.4210669,0.0,0.52476996,0.29448748,0.006788006,0.0492784,0.6472047,0.70732075
0.37634823,0.45938972,0.5021589,0.39190254,0.87433887,1.0,0.5435571,0.0073769554,1.0,0.90819937,0.8354136,0.07768634,0.47722307,0.0,0.23814479,0.34458277,0.95770913,0.16289634,0.33581775,0.7131863
0.31761998,0.29749602,0.3764658,0.30561742,0.6674716,1.0,0.43019906,0.07778722,0.0,0.8669806,0.75035137,0.3225727,0.42403927,0.0,0.5620713,0.5562035,0.1664342,0.07741755,0.19797847,0.45028177
0.43101868,0.3752403,0.74403703,0.28019613,0.4424294,1.0,0.4810861,0.07154448,1.0,0.70077115,0.58328617,0.08643246,0.49398404,0.0,0.5227613,0.50514776,0.6946467,0.09133695,0.18457547,0.4387832
0.38097626,0.19734603,0.8333772,0.24129917,0.5218564,1.0,0.53548294,0.02380045,1.0,0.7790262,0.76661295,0.66359764,0.41036114,1.0,0.3315374,0.5327521,0.55801654,0.22005422,0.78809404,0.7203741
0.31046838,0.18349203,0.21827024,0.3645393,0.49747968,1.0,0.46385655,0.0050471546,1.0,0.66343963,0.57461196,0.042734485,0.528864,0.0,0.38437027,0.5042595,0.08960977,0.02964256,0.06760319,0.44209465
0.20443979,0.214616,0.35277644,0.2912254,0.2732384,1.0,0.35216814,0.008866343,0.0,0.2601855,0.748954,0.16969009,0.5349595,0.0,0.62794846,0.5853363,0.06569639,0.10218841,0.6556654,0.59561855
0.4290418,0.2427421,0.5052564,0.27739188,0.3516152,1.0,0.56416416,0.29896358,1.0,0.79505426,0.5391719,0.514952,0.533019,0.0,0.71477497,0.46064302,0.3819666,0.16692133,0.3391097,0.67340666
0.3408258,0.33018556,0.5152219,0.24641323,0.9058614,1.0,0.6973583,0.37154323,1.0,0.9417206,0.73451495,0.68977195,0.6644323,0.0,0.24978673,0.63864547,0.6179548,0.0679408,0.7258871,0.72469264
0.3563401,0.28939086,0.7268744,0.25137183,0.84444433,1.0,0.65402174,0.015447532,0.0,0.88726294,0.5933423,0.33052385,0.5858471,0.0,0.40113795,0.3418793,0.9734746,0.048663005,0.43791524,0.8124503
0.50341445,0.5438863,0.46953547,0.29674253,0.8870933,1.0,0.54864687,0.33249694,1.0,0.9442081,0.68470967,0.10012678,0.6606257,0.0,0.42113316,0.69648975,0.89257926,0.04967315,0.19786738,0.7399806
0.36561453,0.34724906,0.09710613,0.38335046,0.6691288,1.0,0.3231484,0.001244685,0.0,0.8581665,0.6869259,0.12747777,0.47627637,0.0,0.31197423,0.5142783,0.0012911138,0.0367961,0.14084427,0.29702604
0.46924582,0.30570784,0.25833485,0.255388,0.86745507,1.0,0.49590915,0.16162892,0.0,0.95287126,0.6765666,0.19513324,0.4399258,0.0,0.52795184,0.45713568,0.8379056,0.095330074,0.13501994,0.76414514
0.42125633,0.24342024,0.39893094,0.39244428,0.50933826,1.0,0.43017125,0.002304554,1.0,0.64792305,0.3922084,0.42587915,0.5382572,0.0,0.5767871,0.456024,0.029795043,0.040055957,0.22175448,0.27446216
0.27022192,0.15217035,0.38752463,0.27211753,0.7089068,1.0,0.470231,0.23016734,0.0,0.8996701,0.6478765,0.11203991,0.46381673,1.0,0.5678843,0.44556576,0.32914746,0.1025536,0.3933825,0.8627614
0.4001893,0.3006892,0.4927572,0.31743214,0.88681626,1.0,0.5090063,0.36222184,1.0,0.9264723,0.7937196,0.16880605,0.46108773,0.0,0.37498802,0.28520668,0.07876715,0.2071968,0.2051567,0.8163112
0.25557497,0.24574766,0.35669386,0.2567886,0.58049285,0.0,0.48102465,0.32350165,1.0,0.81882995,0.71345,0.39377582,0.505559,0.0,0.45188487,0.6109476,0.62623733,0.12722048,0.5504805,0.796495
0.43456987,0.37765074,0.49454787,0.29232863,0.8390824,1.0,0.6974664,0.060679626,0.0,0.8780726,0.90246725,0.19782607,0.611417,0.0,0.3924455,0.50981444,0.63310987,0.04535027,0.030020911,0.6355735
